title,description,genre
the boy in the striped pyjamas,Ośmioletni syn niemieckiego oficera SS zaprzyjaźnia się z żydowskim chłopcem przebywającym w obozie.,drama
the wolf of wall street,"Historia Jordana Belforta, brokera, którego błyskawiczna droga na szczyt i rozrzutny styl życia wzbudziły zainteresowanie FBI.",biography
i am legend,"Tajemniczy wirus wymordował lub zamienił w krwiożercze bestie prawie całą ludzkość. Samotny naukowiec Robert Neville poszukuje szczepionki, by odwrócić mutację.",horror
the lord of the rings: the return of the king,"Zwieńczenie filmowej trylogii wg powieści Tolkiena. Aragorn jednoczy siły Śródziemia, szykując się do bitwy, która ma odwrócić uwagę Saurona od podążających w kierunku Góry Przeznaczenia hobbitów.",fantasy
american history x,"Były neonazista po wyjściu z więzienia stara się przekonać młodszego brata, by nie podążał jego śladem.",drama
sherlock holmes,Najsłynniejszy detektyw Sherlock Holmes z nieodłącznym przyjacielem dr. Watsonem szukają sprawcy rytualnych morderstw.,crime
interstellar,"Byt ludzkości na Ziemi dobiega końca wskutek zmian klimatycznych. Grupa naukowców odkrywa tunel czasoprzestrzenny, który umożliwia poszukiwanie nowego domu.",sci-fi
edward scissorhands,"Delikatny chłopak-cyborg, który zamiast dłoni ma nożyce, nagle zostaje bez opieki swojego twórcy. W pobliskim miasteczku poznaje nastolatkę, a potem zakochuje się w niej.",drama
the lord of the rings: the two towers,"Drużyna Pierścienia zostaje rozbita, lecz zdesperowany Frodo za wszelką cenę chce wypełnić powierzone mu zadanie. Aragorn z towarzyszami przygotowuje się, by odeprzeć atak hord Sarumana.",fantasy
the departed,Tajny policjant w szeregach grupy przestępczej i informator mafii w bostońskiej jednostce dochodzeniowej toczą ze sobą śmiertelną rozgrywkę.,crime
whats eating gilbert grape,"Gilbert wiedzie nudne życie zajmując się swoim chorym umysłowo bratem, dwiema siostrami i otyłą matką. Dopiero poznanie Becky odmieni jego życie.",drama
dead poets society,"Charyzmatyczny nauczyciel języka angielskiego w konserwatywnym liceum stara się wpoić uczniom miłość do poezji i ideę ""carpe diem"".",drama
la vita e bella,"Zamknięty w obozie koncentracyjnym wraz z synem Guido próbuje przekonać chłopca, że okrutna rzeczywistość jest jedynie formą zabawy dla dorosłych.",drama
bruce almighty,"Reporter, który narzekał nadmiernie na Boga, otrzymuje jego moc i przekona się, że nie łatwo jest rządzić światem.",fantasy
into the wild,"Christopher kończy studia, ale zamiast poświęcić się karierze zawodowej, wyrusza autostopem w kierunku Alaski. ",biography
the notebook,Stary mężczyzna czyta chorej na Alzheimera kobiecie pamiętnik opisujący historię miłości dziewczyny z zamożnego domu i ubogiego pracownika tartaku. ,drama
braveheart,Żona Williama Wallace'a zostaje zamordowana przez angielskich żołnierzy. Zrozpaczony Szkot mści się na oprawcach i prowadzi rodaków do walki o odzyskanie wolności. ,drama
ice age,"W czasie wielkiej migracji zwierząt tygrys szablozębny, mamut i leniwiec starają się oddać ludzkie dziecko jego plemieniu.",animation
bogowie,"Profesor Zbigniew Religa, utalentowany kardiochirurg wierzy, że jest w stanie dokonać przeszczepu serca. Nie poddaje się mimo wielu nieudanych operacji.",biography
philadelphia,"Chorujący na AIDS prawnik zostaje zwolniony z pracy. Walcząc o godność, podaje do sądu byłych pracodawców.",drama
black swan,"Ambitna tancerka bierze udział w walce o główna rolę w spektaklu ""Jezioro łabędzie"". Jest gotowa wiele poświęcić, by osiągnąć cel. ",drama
goodfellas,Kilkunastoletni Henry i Tommy DeVito trafiają pod opiekę potężnego gangstera. Obaj szybko uczą się panujących w mafii reguł.,drama
finding neverland,"Historia przyjaźni pisarza Jamesa Barriego z wdową i jej czterema synami, którzy zainspirowali go do napisania ""Piotrusia Pana"".",drama
hooligans,Matt Buckner po wyrzuceniu ze studiów przyjeżdża do siostry mieszkającej w Londynie. Tam wchodzi w środowisko kibiców lokalnych klubów piłkarskich.,drama
kiler,"Jerzy Kiler, warszawski taksówkarz, przypadkowo zostaje wzięty za płatnego zabójcę i umieszczony w areszcie. Wyciąga go stamtąd boss świata przestępczego, który oferuje mu nowe zadanie.",comedy
the hobbit: an unexpected journey,"Hobbit Bilbo Baggins, przy udziale czarodzieja Gandalfa, dołącza do kompanii krasnoludów pod dowództwem Thorina Dębowej Tarczy. Celem ich wyprawy jest wydarcie Samotnej Góry i jej bogactw spod władzy smoka Smauga. ",fantasy
secret window,"Uznany pisarz przenosi się na prowincję, by w spokoju tworzyć kolejne książki. Wkrótce odwiedzi go tajemniczy mężczyzna, który oskarży Raineya o plagiat.",thriller
million dollar baby,Trzydziestolatka prosi emerytowanego trenera o pomoc w osiągnięciu sukcesu na ringu boksu zawodowego.,drama
the girl with the dragon tattoo,Ekranizacja powieści Stiega Larssona. Dziennikarz oskarżony o zniesławienie otrzymuje zlecenie zbadania zaginięcia przed 40 laty 16-letniej Harriet Vanger.,crime
hannibal,"Dr Hannibal Lecter wraca do Ameryki, by odnowić kontakt z agentką Starling. Jego śladem podąża okaleczony przez niego i pałający żądzą zemsty Mason Verger. ",thriller
good will hunting,"Will, matematyczny geniusz gardzący formalnym wykształceniem, zostaje oskarżony o pobicie policjanta. Profesor MIT, świadomy talentu chłopaka, proponuje mu, aby w zamian za zwolnienie z aresztu podjął naukę i terapię psychologiczną. ",drama
lord of war,"Jurij Orłow, będąc świadkiem morderstwa, zostaje handlarzem bronią. Prowadząc swoją działalność, nieustannie ucieka przed agentem Interpolu, Jackiem Valentinem.",drama
scarface,"Rok 1980. Pochodzący z Kuby przestępca, Tony Montana, tworzy w Miami narkotykowe imperium. ",drama
mr. &amp; mrs. smith,Para płatnych zabójców pracujących dla dwóch tajnych agencji wiedzie monotonne małżeńskie życie. Niespodziewanie dostają zlecenie na siebie nawzajem.,action
chlopaki nie placza,"Kuba, młody skrzypek, trafia w sam środek gangsterskich porachunków.",comedy
whiplash,Młody i ambitny perkusista za wszelką cenę pragnie dołączyć do czołówki najwybitniejszych artystów muzyki jazzowej.,drama
12 angry men,Dwunastu przysięgłych ma wydać wyrok w procesie o morderstwo. Jeden z nich ma wątpliwości dotyczące winy oskarżonego.,drama
a clockwork orange,"Alex DeLarge wraz ze swoim gangiem sieje spustoszenie na ulicach. Kiedy trafia do więzienia, otrzymuje propozycję odmiany swojego życia.",drama
gone girl,"W dniu piątej rocznicy ślubu Nick Dunne zgłasza policji, że jego żona zaginęła. Wraz upływem czasu i postępami śledztwa coraz więcej poszlak zaczyna go obciążać. ",thriller
perfume: the story of a murderer,Ekranizacja powieści Patricka Süskinda. Obdarzony genialnym węchem Jean-Baptiste Grenouille pragnie stworzyć najpiękniejsze pachnidło na świecie.,drama
v for vendetta,"W totalitarnej Anglii jedyną osobą walczącą o wolność jest bojownik przebrany za Guya Fawkesa – V, który pewnego dnia uwalnia z rąk agentów rządowych młodą kobietę.",thriller
the illusionist,"Wiedeń u progu XX w. Syn rzemieślnika, iluzjonista Eisenheim, wykorzystuje niezwykłe umiejętności, by zdobyć miłość arystokratki, narzeczonej austro-węgierskiego księcia.",fantasy
the kings speech,Jest rok 1939. Jąkający się król Jerzy VI nie może przemawiać do ludu. Pomocy szuka u niekonwencjonalnego specjalisty od dykcji.,biography
300,Opowieść o jednej z najsłynniejszych bitew w dziejach. Garstka Spartan staje przeciwko perskiej potędze.,drama
k-pax,"Prot, pacjent szpitala psychiatrycznego, wierzy, że pochodzi z odległej planety K-PAX. Doktor Mark Powell stara się mu udowodnić, że nie jest to możliwe, ale wkrótce sam zaczyna mieć wątpliwości.",drama
"girl, interrupted",Susanna poznaje Lisę w zakładzie psychiatrycznym. Od niej uczy się akceptacji siebie. ,biography
harry potter and the sorcerers stone,"W dniu jedenastych urodzin Harry dowiaduje się, że jest czarodziejem. Czeka na niego szkoła magii pełna tajemnic. ",family
catch me if you can,"Oparta na faktach historia młodego fałszerza, który w latach 60., podając się za pilotów, lekarzy i profesorów, wyłudził z banków ponad 2,5 mln dolarów.",comedy
donnie darko,"Donnie Darko, uważany za nastolatka z zaburzeniami osobowości, spotyka Franka - tajemniczą postać w kostiumie królika, która zaczyna manipulować jego życiem. ",drama
pirates of the caribbean: dead mans chest,"Jack Sparrow musi spłacić dług zaciągnięty wobec kapitana Latającego Holendra. Uniknie śmierci, gdy znajdzie i zniszczy serce Davy'ego Jonesa ukryte w Skrzyni Umarlaka.",fantasy
taxi driver,"Nowojorski taksówkarz Travis Bickle podczas nocnej zmiany poznaje młodocianą prostytutkę, której pragnie pomóc. ",drama
the pursuit of happyness,"Film oparty na faktach. Chris, samotny ojciec pozbawiony domu, stara się mimo przeciwności losu o posadę w biurze maklerskim.",biography
alice in wonderland,"Dziewiętnastoletnia Alicja wraca do krainy z dzieciństwa, gdzie dowiaduje się, że jej przeznaczeniem jest zdetronizować Królową Kier.",family
limitless,"Cierpiący na brak weny pisarz, Eddie, zaczyna stosować narkotyk, który zwiększa jego potencjał intelektualny. Dzięki używce mężczyzna odnosi sukcesy. ",thriller
the devil wears prada,"Początkująca dziennikarka wkracza do świata mody, dostając pracę asystentki redaktor naczelnej czasopisma „Runaway” - Mirandy Priestley, która trzęsie całym światem haute couture.",drama
kill bill: vol. 1,"Zawodowa morderczyni realizuje plan zemsty na dawnych kompanach, którzy chcieli ją zabić.",thriller
blood diamond,"Przemytnik z RPA i rybak z ludu Mende wyruszają na poszukiwanie różowego diamentu, który mógłby zmienić ich życie. Tłem akcji jest wojna domowa w Sierra Leone w latach 90. XX wieku.",drama
home alone,Przez świąteczny pośpiech ośmioletni Kevin zostaje sam w domu na Boże Narodzenie.,family
interview with the vampire: the vampire chronicles,"Historia wdowca, który by przestać cierpieć, zostaje przemieniony w wampira. Jego charakter nie pozwala mu zabijać ludzi z zimną krwią, ale nie jest na tyle silny, by wybrać samobójstwo.",drama
harry potter and the prisoner of azkaban,"Z więzienia ucieka Syriusz Black, Harry nie może już czuć się bezpiecznie w szkole. ",family
the godfather: part ii,Rok 1917. Młody Vito Corleone stawia pierwsze kroki w mafijnym świecie Nowego Jorku. Ponad 40 lat później jego syn Michael walczy o interesy i dobro rodziny.,drama
no country for old men,"Gdy&nbsp;Llewelyn Moss znajduje walizkę zawierającą gotówkę, nie spodziewa się, że ściągnie na siebie niebezpieczeństwo w postaci psychopatycznego zabójcy,&nbsp;Antona Chigurha.",drama
the help,Lata 60. XX wieku. Początkująca dziennikarka spisuje historie czarnoskórych służących wywołując skandal wśród wyższych sfer. ,drama
harry potter and the goblet of fire,"Harry Potter musi wziąć udział w Turnieju Trójmagicznym, kiedy jego nazwisko zostaje wybrane przez tajemniczą Czarę Ognia.",family
deadpool,"Były żołnierz oddziałów specjalnych zostaje poddany niebezpiecznemu eksperymentowi. Niebawem uwalnia swoje alter ego i rozpoczyna polowanie na człowieka, który niemal zniszczył jego życie. ",comedy
taken,"Bryan, były agent służb specjalnych, rusza do Paryża, by ratować swoją 17-letnią córkę porwaną przez gang handlujący kobietami.",thriller
pirates of the caribbean: at worlds end,"Will Turner i Elizabeth Swan wyruszają w podróż na kraniec świata, by uratować kapitana Jacka Sparrowa z pułapki Davy'ego Jonesa.",fantasy
the revenant,"Ranny po ataku niedźwiedzia&nbsp;Hugh&nbsp;Glass jest świadkiem zabójstwa swojego syna. Pozostawiony przez mordercę na pewną śmierć, postanawia się zemścić za wszelką cenę.",drama
prisoners,Sześcioletnia córka Kellera Dovera i jej koleżanka zostają uprowadzone. Zirytowany bezradnością policji ojciec bierze sprawy w swoje ręce.,thriller
now you see me,Arcymistrzowie estradowych sztuczek wykorzystują iluzję do rabowania banków.,crime
black hawk down,"Oparty na faktach film opowiada o nieudanej akcji amerykańskiego oddziału 120 Delta, który miał za zadanie porwać dwóch poruczników zbuntowanych wojsk Somalii.",drama
mis,"Pełne paradoksów i komizmu życie prezesa klubu sportowego ""Tęcza"" w czasach PRL-u.",comedy
batman begins,"Historia milionera Bruce'a Wayne'a, który przemienia się w Batmana – postrach przestępców Gotham City.",action
the hunger games,"Nastoletnia Katniss Everdeen walczy na śmierć i życie w głodowych igrzyskach, aby ochronić siostrę. ",action
silver linings playbook,"Pat Solitano, po tym jak stracił pracę, dom oraz żonę, spędził w szpitalu psychiatrycznym kilka miesięcy. Wrócić do społeczeństwa pomagają mu rodzice, przyjaciele i piękna dziewczyna. ",drama
iron man,Tony Stark buduje supernowoczesną zbroję. Multimiliarder postanawia walczyć ze złem jako Iron Man.,action
madagascar,"Lew, zebra, hipopotam i żyrafa zostają wysłane statkiem z nowojorskiego zoo do Afryki. Pośrodku oceanu ich klatki wypadają za burtę pokładu, w wyniku czego zwierzęta lądują na brzegu egzotycznej wyspy.",animation
hacksaw ridge,Schyłek II wojny światowej. Podczas krwawej bitwy o Okinawę amerykański sanitariusz odmawia noszenia broni i zabijania z powodów moralnych. ,biography
trainspotting,Narkoman Mark Renton postanawia zerwać z nałogiem. Jednak jego kumple tak łatwo na to nie pozwolą. ,drama
le fabuleux destin damelie poulain,"Żyjąca sama w wielkim Paryżu Amelia postanawia, że będzie uszczęśliwiać ludzi.",drama
the bucket list,"Historia dwóch umierających mężczyzn, którzy pod wpływem szalonych przygód zostają przyjaciółmi.",drama
1408,"Adaptacja opowiadania Stephena Kinga. Mike Enslin, autor książek o zjawiskach paranormalnych, próbuje podważyć mit pokoju nr 1408.",horror
the grand budapest hotel,"Konsjerż słynnego hotelu zawiera znajomość z młodym pracownikiem, który zostaje jego zaufanym protegowanym.",drama
snatch.,"Historia złożona z kilku gangsterskich opowieści, które splatają się wokół kradzieży drogocennego diamentu.",comedy
blow,"Skromny syn robotnika staje się narkotykowym baronem. Pieniądze, władza, kobiety cieszą go jednak do czasu. ",biography
the game,"W dniu 48. urodzin Nicholas Van Orton zostaje zaproszony do tajemniczej gry, która odmienia jego monotonne życie.",thriller
the fifth element,"Nowy Jork w XXIII w., były komandos Korben Dallas wplątany zostaje w misję ratowania świata przed siłami zła absolutnego objawiającymi się raz na pięć tysięcy lat.",action
the theory of everything,"Film opowiada historię genialnego naukowca Stephena Hawkinga - rozwoju jego choroby, rodzącego się uczucia do Jane, a w końcu rozpadu ich małżeństwa. ",biography
the dark knight rises," Po ośmiu latach nieobecności Batman wraca, by uratować Gotham City przed zamaskowanym terrorystą Bane'em.",action
american pie,Grupa licealistów pragnie do końca szkoły stracić dziewictwo i wkroczyć na studia jako pełnoprawni mężczyźni. Nie jest to jednak łatwe zadanie.,comedy
harry potter and the deathly hallows: part 2,"Młody czarodziej musi zniszczyć wszystkie horkruksy, aby ostatecznie pokonać Voldemorta. ",family
the hobbit: the desolation of smaug,Bilbo Baggins i kompania krasnoludów pod dowództwem Thorina Dębowej Tarczy kontynuują marsz w kierunku Samotnej Góry. Tymczasem Gandalf sprawdza pogłoski o siłach zła zamieszkujących twierdzę Dol Guldur. ,fantasy
charlie and the chocolate factory,"Ubogi Charlie Bucket znajduje jeden z pięciu złotych biletów, który umożliwia mu zwiedzenie ogromnej fabryki czekolady.",family
symetria,Młody mężczyzna zostaje niesłusznie skazany za rzekomą napaść na staruszkę. W więzieniu stara się dołączyć do grupy grypsujących. ,drama
sin city,"Trzy historie, których akcja rozgrywa się w Basin City - Mieście Grzechu - będącym siedliskiem prostytutek, przestępców i skorumpowanych obrońców prawa.",crime
the avengers,"Grupa superbohaterów, na czele z Thorem, Iron Manem i Hulkiem, łączy siły, by obronić Ziemię przed inwazją kosmitów.",action
room,"Pięcioletni Jack od urodzenia mieszka z mamą w niewielkim pomieszczeniu, które nazywają Pokojem. Chłopiec nie zdaje sobie sprawy, że istnieje świat na zewnątrz. ",drama
meet joe black,Śmierć pod pseudonimem Joe Black zjawia się po Williama. Nieoczekiwanie zakochuje się w jego córce. ,fantasy
troy,"Ekranizacja epopei Homera opowiadająca o walce Greków pod murami Troi, aby odbić porwaną królową Sparty.",drama
back to the future,W 1985 roku dr Emmett Brown buduje wehikuł czasu. Jego przyjaciel Marty McFly przenosi się w lata 50. i niechcący przeszkadza w poznaniu się swoim rodzicom.,comedy
memento,"Leonard, szukający mordercy swojej żony, w wyniku wypadku traci pamięć krótkotrwałą. Nieustannie robi więc notatki i zdjęcia, a ważniejsze fakty tatuuje sobie na ciele.",crime
apocalypse now,"Adaptacja opowiadania Josepha Conrada ""Jądro ciemności"". Przeniesiona w realia wojny wietnamskiej historia kapitana Willarda, który otrzymuje misję odnalezienia i zlikwidowania pułkownika Kurtza.",drama
the martian,Po nieudanej ekspedycji Mark zostaje sam na Marsie. Mimo znikomych zapasów oraz zerwanej łączności z dowództwem mężczyzna stara się przetrwać w trudnych warunkach.,sci-fi
the hateful eight,"Dwaj łowcy głów, próbując znaleźć schronienie przed zamiecią śnieżną, trafiają do Wyoming, gdzie wplątani zostają w splot krwawych wydarzeń.",western
the great gatsby,"Nowy Jork, rok 1922. Milioner Jay Gatsby spotyka po pięciu latach swoją wielką miłość, Daisy, z którą wcześniej rozdzieliły go koleje losu. ",drama
american sniper,"Historia kariery wojskowej i życia osobistego Chrisa Kyle'a, który zyskał sławę najlepszego snajpera w historii elitarnej jednostki Navy SEALs. ",biography
el laberinto del fauno,"Hiszpania, 1944 rok. Jedenastoletnia Ofelia przenosi się z matką do domu okrutnego ojczyma. Pewnego dnia odkrywa tajemniczy labirynt, w którym spotyka fauna.",drama
joker,Strudzony życiem komik popada w obłęd i staje się psychopatycznym mordercą.,drama
babel,"Trzy historie, rozgrywające się w różnych krajach, połączone motywem problemów z komunikacją.",drama
sherlock holmes: a game of shadows,Druga odsłona przygód genialnego detektywa Sherlocka Holmesa i jego przyjaciela dra Johna Watsona. Tym razem bohaterowie są na tropie profesora Jamesa Moriarty'ego.,crime
the reader,"Berlin, 1958 rok. 15-letni Michael zakochuje się w dużo starszej od siebie Hannie. Po latach oboje będą musieli zmierzyć się z jej przeszłością.",drama
red dragon,"Kiedy w sprawie psychopatycznego zabójcy policja okazuje się bezradna, agent FBI prosi o pomoc pacjenta więziennego centrum psychiatrycznego, skazanego na dożywocie za wielokrotne morderstwa i kanibalizm. ",thriller
sweeney todd: the demon barber of fleet street,"Golibroda wraca do wiktoriańskiego Londynu, by zemścić się na porywaczu żony i córki. We współpracy z sąsiadką otwiera zakład fryzjerski, dzięki któremu restauracja wspólniczki zaopatrywana jest w nadzienie do pasztecików. ",musical
sala samobojcow,"Mający problemy emocjonalne chłopak, wrażliwy Dominik, nawiązuje w internecie kontakt z tajemniczą dziewczyną, która wprowadza go do ""sali samobójców"". ",thriller
pirates of the caribbean: on stranger tides,"Legendarny pirat Czarnobrody planuje zdobyć żywą syrenę i dwa kielichy, by się odmłodzić. Sprytny kapitan Jack Sparrow chce mu pokrzyżować plany.",fantasy
cloud atlas,"Rozgrywająca się w różnych epokach czasowych i zakątkach świata opowieść o losach ludzi, których czyny mają wpływ na przeszłość, teraźniejszość oraz przyszłość. ",drama
star wars,"Obi-Wan opowiada młodemu Luke'owi, że jego ojcem był potężny rycerz Jedi, który walczył w wojnach klonów.",adventure
jurassic park,"W parku ze sklonowanymi dinozaurami, tuż przed oficjalnym otwarciem, dochodzi do awarii zasilania, a przebywający w nim ludzie muszą ratować życie.",adventure
reservoir dogs,"Po nieudanym napadzie na sklep jubilerski kilku złodziei zdaje sobie sprawę, że jest wśród nich zdrajca, który powiedział policji o ich planie. ",thriller
cidade de deus,"Oparta na faktach historia dwóch chłopców ze slumsów Rio de Janeiro. Jeden z nich dołączył do gangu, drugi wybrał sztukę i został fotografem.",drama
harry potter and the deathly hallows: part 1,"Harry, Ron i Hermiona wyruszają odnaleźć horkruksy, dzięki którym Voldemort zapewnił sobie nieśmiertelność. Muszą je wszystkie zniszczyć, by go pokonać.&nbsp;",family
american gangster,Czarnoskóry gangster Frank Lucas buduje w Nowym Jorku ogromne narkotykowe imperium. Na jego trop wpada nieprzekupny detektyw Richie Roberts. ,biography
twilight,Adaptacja książki Stephenie Meyer. Nieśmiała i zagubiona nastolatka zakochuje się w wampirze.,horror
the hunger games: catching fire,"Po powrocie z obowiązkowego Tournée Zwycięzców Katniss Everdeen i Peeta Mellark wracają na arenę Głodowych Igrzysk, gdzie stawiają czoła mistrzom poprzednich edycji.",action
spider-man,"Nastoletni Peter Parker zmienia się w Spidermana, gdy mieszkańcom zagraża szalony Zielony Goblin.",action
walle,"Daleka przyszłość. Ziemię opuszczoną przez ludzi próbuje uprzątnąć uroczy robot WALL.E. Pewnego dnia na planetę przybywa EVE – przepiękna, nowoczesna maszyna, która szuka oznak życia.",animation
drive,Bezimienny kierowca postanawia pomóc mężowi swojej sąsiadki w anulowaniu długu u groźnych bandytów.,action
sleepy hollow,"Nowojorski policjant przybywa do małej osady, by rozwiązać sprawę tajemniczych morderstw dokonywanych rzekomo przez jeźdźca bez głowy.",horror
mystic river,"Adaptacja powieści Dennisa Lehane'a. Życie trzech przyjaciół zmienia się, gdy jeden z nich wsiada do niewłaściwego samochodu. Po 25 latach ich drogi znowu się krzyżują.",thriller
love actually,"Dziesięć historii o miłości, a każda w innym wydaniu.",comedy
the hangover part ii,"Kontynuacja ""Kac Vegas"". Czterech przyjaciół udaje się w podróż do egzotycznej Tajlandii na ślub jednego z nich. Spokojny wieczór kawalerski wymyka się spod kontroli.",comedy
